Timestamp,Beta(deg),Alpha(deg),Depth_mm,Stability_percentPredDepth_mm,Speed_km/h,TargetDepth_mm,CmdHeight_percent,DepthError_mm,SoilHardness_MPa,SoilHardness_x_Depth
2026-06-05 16:54:00.345,43.561,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:01.346,43.561,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:02.347,43.561,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:03.348,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:04.349,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:05.350,43.561,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:06.351,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:07.352,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:08.353,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:09.354,43.566,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:10.355,43.566,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:11.356,43.550,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:12.356,43.550,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:13.357,43.566,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:14.358,43.572,0.544,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:15.359,43.566,0.544,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:16.360,43.561,0.544,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:17.360,43.561,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:18.362,43.566,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:19.362,43.555,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:20.363,43.561,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:21.363,43.550,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:22.364,43.550,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:23.365,43.550,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:24.366,43.561,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:25.367,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:26.368,43.583,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:27.369,43.572,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:28.370,43.561,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:29.371,43.555,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:30.372,43.566,0.566,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:31.373,43.572,0.571,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:32.374,43.577,0.571,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:33.375,43.572,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:34.376,43.572,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:35.376,43.572,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:36.377,43.572,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:37.378,43.572,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:38.379,43.572,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:39.380,43.577,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:40.381,43.583,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:41.382,43.588,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:42.382,43.583,0.582,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:43.383,43.566,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:44.383,43.583,0.571,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:45.385,43.588,0.571,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:46.386,43.594,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:47.386,43.588,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:48.388,43.588,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:49.388,43.605,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:50.389,43.599,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:51.390,43.605,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:52.391,43.610,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:53.391,43.605,0.566,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:54.392,43.566,0.544,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:55.393,43.555,0.538,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:56.393,43.566,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:57.395,43.555,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:58.396,43.555,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:54:59.397,43.544,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:00.397,43.544,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:01.398,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:02.399,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:03.400,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:04.401,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:05.402,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:06.403,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:07.404,43.550,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:08.404,43.555,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:09.405,43.555,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:10.405,43.555,0.549,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:11.406,43.588,0.582,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:12.408,43.594,0.593,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:13.408,43.594,0.599,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:14.409,43.588,0.604,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:15.410,43.583,0.604,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:16.411,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:17.412,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:18.413,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:19.414,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:20.414,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:21.416,43.577,0.615,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:22.417,43.583,0.615,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:23.417,43.583,0.615,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:24.418,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:25.420,43.577,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:26.420,43.583,0.610,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:27.421,43.550,0.577,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:28.422,43.539,0.571,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:29.424,43.533,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:30.424,43.533,0.566,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:31.425,43.522,0.566,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:32.426,43.528,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:33.427,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:34.428,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:35.429,43.550,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:36.430,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:37.431,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:38.432,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:39.433,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:40.434,43.544,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:41.435,43.539,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:42.436,43.544,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:43.437,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:44.438,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:45.438,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:46.439,43.539,0.555,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:47.440,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:48.441,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:49.442,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:50.443,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:51.443,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:52.444,43.533,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:53.445,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:54.445,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:55.446,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:56.447,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:57.448,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:58.449,43.539,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:55:59.449,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:56:00.450,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:56:01.451,43.544,0.560,0.00,100NaN,6.00,-1,-1.0,NaN,2.50,0.00
2026-06-05 16:56:02.457,43.539,0.555,0.00,10069.6,6.00,-1,-1.0,-69.6,2.50,0.00
2026-06-05 16:56:03.458,43.539,0.560,0.00,10069.6,6.00,-1,-1.0,-69.6,2.50,0.00
2026-06-05 16:56:04.458,43.533,0.560,0.00,10069.6,6.00,-1,-1.0,-69.6,2.50,0.00
2026-06-05 16:56:05.459,43.533,0.560,0.00,10069.6,6.00,-1,-1.0,-69.6,2.50,0.00
2026-06-05 16:56:06.460,43.533,0.560,0.00,10069.6,6.00,-1,-1.0,-69.6,2.50,0.00
2026-06-05 16:56:07.460,43.533,0.560,0.00,10069.6,6.00,-1,-1.0,-69.6,2.50,0.00
2026-06-05 16:56:08.462,43.533,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:09.462,43.533,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:10.463,43.533,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:11.464,43.539,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:12.465,43.533,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:13.465,43.539,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:14.466,43.539,0.560,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:15.467,43.550,0.566,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:16.468,43.544,0.566,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:17.468,43.544,0.566,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:18.469,43.550,0.571,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:19.470,43.544,0.571,0.00,1000.0,6.00,-1,-1.0,-0.0,2.50,0.00
2026-06-05 16:56:20.472,43.544,0.571,0.00,1000.0,6.00,-1,-1.0,0.0,2.50,0.00
2026-06-05 16:56:21.472,43.550,0.571,0.00,1000.0,6.00,-1,-1.0,0.0,2.50,0.00
2026-06-05 16:56:22.473,43.555,0.582,0.00,1000.0,6.00,-1,-1.0,0.0,2.50,0.00
2026-06-05 16:56:23.474,43.555,0.582,0.00,1000.0,6.00,-1,-1.0,0.0,2.50,0.00
2026-06-05 16:56:24.475,43.555,0.560,0.00,1000.0,6.00,-1,-1.0,0.0,2.50,0.00
2026-06-05 16:56:25.476,40.292,0.533,45.00,1000.0,6.00,-1,-1.0,45.0,2.50,112.50
2026-06-05 16:56:26.478,2.384,0.533,563.00,1000.0,6.00,-1,-1.0,563.0,2.50,1407.50
2026-06-05 16:56:27.478,1.873,0.544,569.00,1000.0,6.00,-1,-1.0,569.0,2.50,1422.50
2026-06-05 16:56:28.480,1.544,0.549,574.00,1009.4,6.00,-1,-1.0,564.6,2.50,1435.00
2026-06-05 16:56:29.481,1.357,0.549,576.00,09.4,6.00,-1,-1.0,566.6,2.50,1440.00
2026-06-05 16:56:30.483,1.192,0.549,578.00,0578.4,6.00,-1,-1.0,-0.4,2.50,1445.00
2026-06-05 16:56:31.484,1.077,0.544,579.00,96578.4,6.00,-1,-1.0,0.6,2.50,1447.50
2026-06-05 16:56:32.484,1.033,0.544,580.00,97578.4,6.00,-1,-1.0,1.6,2.50,1450.00
2026-06-05 16:56:33.485,1.011,0.549,580.00,99578.4,6.00,-1,-1.0,1.6,2.50,1450.00
2026-06-05 16:56:34.487,0.994,0.544,580.00,99580.9,6.00,-1,-1.0,-0.9,2.50,1450.00
2026-06-05 16:56:35.488,0.983,0.549,580.00,99580.9,6.00,-1,-1.0,-0.9,2.50,1450.00
2026-06-05 16:56:36.488,0.978,0.544,580.00,100580.9,6.00,-1,-1.0,-0.9,2.50,1450.00
2026-06-05 16:56:37.489,0.978,0.549,580.00,100580.9,6.00,-1,-1.0,-0.9,2.50,1450.00
2026-06-05 16:56:38.490,0.972,0.549,580.00,100580.9,6.00,-1,-1.0,-0.9,2.50,1450.00
2026-06-05 16:56:39.490,0.967,0.555,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:40.491,0.950,0.555,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:41.492,0.945,0.549,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:42.492,0.939,0.544,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:43.493,0.939,0.544,581.00,99580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:44.493,0.939,0.544,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:45.494,0.967,0.577,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:46.494,0.972,0.577,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:47.495,0.972,0.582,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:48.495,0.972,0.582,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:49.497,0.972,0.588,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:50.498,0.983,0.588,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:51.499,0.989,0.593,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:52.499,0.994,0.604,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:53.500,0.994,0.604,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:54.501,0.994,0.604,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:55.502,0.994,0.610,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:56.503,1.000,0.610,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:57.503,1.000,0.610,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:58.504,0.994,0.610,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:56:59.504,0.994,0.610,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:00.505,0.939,0.555,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:01.506,0.934,0.549,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:02.507,0.928,0.549,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:03.508,0.928,0.549,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:04.509,0.945,0.560,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:05.510,0.950,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:06.511,0.956,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:07.512,0.961,0.582,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:08.513,0.978,0.582,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:09.514,0.950,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:10.515,0.956,0.577,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:11.516,0.961,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:12.517,0.917,0.544,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:13.518,0.917,0.544,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:14.519,0.917,0.544,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:15.520,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:16.521,0.939,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:17.521,0.939,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:18.522,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:19.523,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:20.523,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:21.524,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:22.525,0.939,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:23.526,0.939,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:24.527,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:25.528,0.934,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:26.528,0.928,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:27.529,0.934,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:28.530,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:29.531,0.934,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:30.532,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:31.533,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:32.534,0.928,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:33.535,0.928,0.566,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:34.536,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:35.537,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:36.537,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
2026-06-05 16:57:37.538,0.928,0.571,581.00,100580.9,6.00,-1,-1.0,0.1,2.50,1452.50
