Timestamp,Beta(deg),Alpha(deg),Depth_mm,PredHeight_mm,ActualHeight_mm,TargetDepth_mm,CmdHeight_mm,PredError_mm
2026-05-06 16:56:49.530,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:50.531,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:51.531,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:52.532,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:53.533,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:54.534,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:55.535,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:56.538,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:57.539,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:58.539,0.011,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:56:59.540,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:00.541,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:01.542,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:02.543,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:03.543,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:04.544,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:05.545,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:06.545,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:07.546,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:08.547,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:09.548,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:10.549,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:11.551,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:12.551,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:13.553,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:14.554,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:15.555,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:16.556,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:17.557,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:18.558,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:19.559,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:20.560,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:21.561,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:22.562,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:23.564,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:24.565,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:25.565,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:26.566,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:27.567,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:28.568,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:29.568,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:30.569,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:31.570,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:32.571,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:33.572,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:34.573,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:35.574,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:36.575,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:37.576,0.005,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:38.576,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:39.577,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:40.578,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:41.579,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:42.580,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:43.580,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:44.581,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:45.582,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:46.582,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:47.583,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:48.583,0.000,0.027,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:49.584,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:50.585,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:51.586,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:52.587,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:57:53.588,0.000,0.022,-150.00,0.00,-1.00,-1,-1,0.00
