Timestamp,UpdateIdx,ActualDepth_mm,PredDepth_mm,Error_mm
2026-05-20 18:45:53.399,31,0.00,600.00,-600.00
2026-05-20 18:46:00.408,32,0.00,0.00,0.00
2026-05-20 18:46:02.411,33,0.00,0.00,0.00
2026-05-20 18:46:04.413,34,0.00,0.00,0.00
2026-05-20 18:46:05.415,35,0.00,0.06,-0.06
