Timestamp,UpdateIdx,ActualDepth_mm,PredDepth_mm,Error_mm
2026-05-20 19:18:17.519,36,0.00,21.05,-21.05
2026-05-20 19:18:20.522,37,0.00,0.00,-0.00
2026-05-20 19:18:23.528,38,0.00,0.00,-0.00
2026-05-20 19:18:24.529,39,0.00,0.00,-0.00
2026-05-20 19:18:31.539,40,0.00,0.00,-0.00
