Timestamp,Beta(deg),Alpha(deg),Depth_mm,PredDepth_mm,ActualHeight_mm,TargetDepth_mm,CmdHeight_mm,DepthError_mm
2026-05-08 17:09:04.916,-0.308,0.038,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:05.917,-0.302,0.038,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:06.919,-0.297,0.033,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:07.919,-0.297,0.033,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:08.921,-0.291,0.033,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:09.921,-0.297,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:10.923,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:11.923,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:12.924,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:13.926,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:14.927,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:15.927,-0.313,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:16.928,-0.302,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:17.931,-0.302,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:18.934,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:19.935,-0.313,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:20.936,-0.324,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:21.937,-0.335,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:22.938,-0.324,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:23.939,-0.324,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:24.940,-0.319,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:25.941,-0.319,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:26.942,-0.319,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:27.943,-0.319,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:28.944,-0.319,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:29.944,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:30.946,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:31.947,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:32.948,-0.319,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:33.950,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:34.951,-0.313,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:35.952,-0.319,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:36.953,-0.319,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:37.955,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:38.956,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:39.957,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:40.958,-0.302,0.011,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:41.958,-0.308,0.011,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:42.959,-0.313,0.011,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:43.960,-0.302,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:44.961,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:45.964,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:46.964,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:47.965,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:48.967,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:49.968,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:50.968,-0.308,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:51.969,-0.308,0.033,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:52.969,-0.302,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:53.971,-0.297,0.027,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:54.972,-0.297,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:55.973,-0.297,0.022,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:56.974,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:57.975,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:58.976,-0.297,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:09:59.977,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:00.978,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:01.979,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:02.981,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:03.981,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:04.983,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:05.984,-0.302,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:06.984,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:07.986,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:08.987,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:09.987,-0.308,0.016,-4.00,NaN,NaN,-1,-1,NaN
2026-05-08 17:10:10.988,-0.297,0.022,-4.00,NaN,NaN,-1,-1,NaN
