Timestamp,Beta(deg),Alpha(deg),Depth_mm,PredDepth_mm,ActualHeight_mm,TargetDepth_mm,CmdHeight_mm,DepthError_mm
2026-05-14 16:11:36.070,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:37.071,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:38.072,0.753,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:39.074,0.753,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:40.075,0.753,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:41.075,0.753,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:42.076,0.753,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:43.078,0.753,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:44.080,0.747,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:45.080,0.747,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:46.082,0.747,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:47.083,0.742,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:48.084,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:49.086,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:50.087,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:51.088,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:52.089,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:53.090,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:54.092,0.747,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:55.092,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:56.093,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:57.094,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:58.095,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:11:59.096,0.742,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:00.096,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:01.097,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:02.099,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:03.100,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:04.100,0.742,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:05.101,0.747,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:06.103,0.747,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:07.104,0.747,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:08.106,0.747,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:09.107,0.747,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:10.108,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:11.110,0.747,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:12.111,0.747,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:13.112,0.742,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:14.113,0.747,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:15.114,0.747,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:16.116,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:17.117,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:18.118,0.753,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:19.119,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:20.119,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:21.120,0.758,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:22.122,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:23.122,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:24.123,0.758,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:25.124,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:26.125,0.753,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:27.125,0.753,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:28.126,0.753,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:29.127,0.753,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:30.128,0.758,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:31.129,0.758,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:32.130,0.736,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:33.131,0.731,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:34.132,0.725,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:35.133,0.758,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:36.134,0.764,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:37.135,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:38.135,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:39.137,0.769,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:40.137,0.769,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:41.137,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:42.138,0.769,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:43.139,0.769,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:44.141,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:45.142,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:46.142,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:47.143,0.769,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:48.145,0.769,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:49.145,0.780,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:50.146,0.786,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:51.148,0.791,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:52.149,0.791,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:53.150,0.791,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:54.151,0.797,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:55.152,0.797,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:56.153,0.797,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:57.153,0.797,2.648,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:58.154,0.780,2.642,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:12:59.154,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:00.155,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:01.156,0.769,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:02.157,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:03.157,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:04.158,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:05.158,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:06.160,0.769,2.637,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:07.160,0.753,2.631,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:08.161,0.742,2.626,0.00,NaN,NaN,-1,-1,NaN
2026-05-14 16:13:09.162,0.753,2.626,0.00,NaN,NaN,-1,-1,NaN
