Timestamp,UpdateIdx,ActualDepth_mm,PredDepth_mm,Error_mm
2026-06-05 16:56:02.453,101,0.00,69.61,-69.61
2026-06-05 16:56:08.462,102,0.00,0.00,-0.00
2026-06-05 16:56:20.472,103,0.00,0.00,0.00
2026-06-05 16:56:28.480,104,574.00,9.43,564.57
2026-06-05 16:56:30.482,105,578.00,578.38,-0.38
2026-06-05 16:56:34.487,106,580.00,580.91,-0.91
