Timestamp,Beta(deg),Alpha(deg),Depth_mm,PredDepth_mm,Speed_km/h,TargetDepth_mm,CmdHeight_mm,DepthError_mm,SoilHardness_MPa,SoilHardness_x_Depth
2026-05-22 15:26:01.979,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:02.979,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:03.980,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:04.981,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:06.083,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:07.084,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:08.086,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:09.087,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:10.088,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:11.191,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:12.192,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:13.193,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:14.194,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:15.195,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:16.296,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:17.297,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:18.298,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:19.298,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:20.299,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:21.400,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:22.401,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:23.402,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:24.403,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:25.404,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:26.505,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:27.506,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:28.507,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:29.507,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:30.508,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:31.609,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:32.610,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:33.610,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:34.611,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:35.611,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:36.713,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:37.714,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:38.715,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:39.716,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:40.717,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:41.838,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:42.839,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:43.840,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:44.841,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:45.842,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:46.945,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:47.945,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:48.946,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:49.947,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:50.948,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:52.050,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:53.050,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:54.051,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:55.052,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:56.053,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:57.155,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:58.155,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:26:59.156,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:00.157,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:01.158,0.599,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:02.259,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:03.260,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:04.261,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:05.262,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:06.264,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:07.365,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:08.366,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:09.367,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:10.368,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:11.369,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:12.471,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:13.472,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:14.473,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:15.473,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:16.474,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:17.576,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:18.577,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:19.578,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:20.579,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:21.579,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:22.681,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:23.682,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:24.683,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:25.684,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:26.685,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:27.787,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:28.788,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:29.788,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:30.789,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:31.790,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:32.892,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:33.893,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:34.894,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:35.895,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:36.896,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:37.997,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:38.998,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:40.000,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:41.000,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:42.000,0.588,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:43.103,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:44.104,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:45.105,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:46.105,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:47.106,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:48.208,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:49.209,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:50.210,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:51.211,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:52.212,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:53.314,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:54.314,0.588,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:55.315,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:56.316,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:57.317,0.593,0.494,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
2026-05-22 15:27:58.420,0.593,0.500,0.00,NaN,6.00,-1,-1,NaN,2.50,0.00
