Timestamp,Beta(deg),Alpha(deg),Depth_mm,PredHeight_mm,ActualHeight_mm,TargetDepth_mm,CmdHeight_mm,PredError_mm
2026-05-06 16:58:58.619,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:58:59.620,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:00.622,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:01.622,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:02.624,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:03.625,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:04.626,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:05.626,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:06.628,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:07.630,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:08.630,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:09.632,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:10.636,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:11.637,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:12.638,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:13.640,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:14.642,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:15.644,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:16.645,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:17.646,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:18.647,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:19.648,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:20.649,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:21.650,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:22.651,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:23.652,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:24.653,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:25.655,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:26.656,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:27.657,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:28.658,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:29.658,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:30.660,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:31.661,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:32.663,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:33.664,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:34.665,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:35.666,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:36.667,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:37.669,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:38.670,0.005,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:39.671,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:40.672,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:41.673,-0.005,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:42.674,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:43.675,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:44.676,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:45.678,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:46.679,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:47.681,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:48.682,-0.005,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:49.683,-0.005,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:50.684,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:51.685,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:52.686,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:53.687,-0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:54.688,-0.005,0.016,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:55.690,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:56.691,0.000,0.016,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:57.693,-0.005,0.016,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:58.694,-0.005,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 16:59:59.695,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:00.696,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:01.698,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:02.699,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:03.700,0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:04.701,0.005,0.022,-150.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:05.702,0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:06.703,0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:07.704,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:08.705,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:09.706,0.000,0.022,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:10.707,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:11.708,0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:12.709,0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:13.710,0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:14.712,-0.005,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:15.712,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:16.714,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:17.715,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:18.716,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:19.717,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:20.717,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:21.719,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:22.720,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:23.721,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:24.721,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:25.723,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:26.723,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:27.725,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:28.725,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:29.727,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:30.727,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:31.728,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:32.729,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:33.730,-0.005,0.044,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:34.731,-0.005,0.044,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:35.732,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:36.732,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:37.733,-0.005,0.044,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:38.734,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:39.735,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:40.735,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:41.736,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:42.736,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:43.737,-0.005,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:44.738,-0.011,0.038,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:45.739,-0.005,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:46.740,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:47.741,0.000,0.033,-149.00,0.00,-1.00,-1,-1,0.00
2026-05-06 17:00:48.741,0.000,0.027,-149.00,0.00,-1.00,-1,-1,0.00
